Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
480,2018,,West Virginia,1.8542,93.44002822,4.52,85.09,24.0,299.72,7.16,4.57,offense,backs_receivers,WR,0.0
481,2011,22.0,Virginia,1.8542,89.81128926,4.4,,19.0,,,,defense,defensive_back,CB,1.0
482,2012,22.0,Wake Forest,1.8034,89.81128926,4.35,85.09,19.0,299.72,6.97,4.23,offense,backs_receivers,WR,1.0
483,2014,24.0,Boston Col.,1.905,132.9025644,,,36.0,,,,defense,defensive_lineman,DT,1.0
484,2014,22.0,Iowa,1.8542,109.3157612,4.8,87.63,18.0,297.18,6.94,4.36,defense,line_backer,ILB,0.0
485,2015,20.0,Louisville,1.8288,98.88313666,4.62,,17.0,,,,defense,defensive_back,FS,1.0
486,2009,21.0,Georgia Tech,1.8796,137.8920805,5.32,83.82,29.0,,,,defense,defensive_lineman,DT,1.0
487,2015,22.0,Utah,1.905,113.3980925,4.8,80.01,,292.1,7.28,4.43,defense,defensive_lineman,DE,1.0
488,2018,23.0,Clemson,1.8542,101.1510985,4.61,81.28,21.0,302.26,6.64,4.07,defense,line_backer,OLB,1.0
489,2011,22.0,East. Washington,1.8288,87.99691978,4.33,,13.0,,,,offense,backs_receivers,RB,1.0
490,2009,,Michigan,1.8288,138.7992652,5.08,76.2,37.0,264.16,7.78,5.06,defense,defensive_lineman,DT,1.0
491,2010,23.0,Notre Dame,1.8288,92.98643585,4.58,86.36,24.0,297.18,6.74,4.13,defense,defensive_back,SS,0.0
492,2009,22.0,Ohio St.,1.8288,89.35769689,4.5,114.3,9.0,342.9,6.84,4.2,defense,defensive_back,CB,1.0
493,2014,20.0,Alabama,1.905,140.6136347,4.92,,,,,,defense,defensive_lineman,DE,1.0
494,2012,,Richmond,1.905,97.52235955,4.61,80.01,,269.24,7.03,4.3,offense,backs_receivers,QB,0.0
495,2010,,Michigan,1.8288,97.06876718,4.59,,,,,,offense,backs_receivers,RB,0.0
496,2016,21.0,Louisville,1.8542,135.6241186,5.03,87.63,28.0,299.72,7.44,4.59,defense,defensive_lineman,DT,1.0
497,2012,21.0,Michigan St.,1.8034,85.27536556,4.42,100.33,13.0,309.88,6.85,4.13,offense,backs_receivers,WR,1.0
498,2017,22.0,Washington,1.8034,85.27536556,4.22,93.98,,337.82,,,offense,backs_receivers,WR,1.0
499,2013,21.0,Tennessee,1.9812,105.2334298,5.05,,,254.0,7.2,4.51,offense,backs_receivers,QB,0.0
500,2015,23.0,Utah,1.778,88.45051215,4.51,83.82,10.0,287.02,6.97,4.26,offense,backs_receivers,WR,1.0
501,2018,,Central Florida,1.8796,92.07925111,4.49,95.25,12.0,330.2,6.97,4.5,offense,backs_receivers,WR,0.0
502,2011,21.0,Missouri,1.9304,106.1406146,4.61,85.09,,304.8,6.84,4.26,offense,backs_receivers,QB,1.0
503,2016,22.0,Ohio St.,1.905,95.70799007,4.46,87.63,15.0,304.8,7.03,4.25,defense,defensive_back,SS,0.0
504,2015,22.0,South Alabama,1.9304,103.8726527,4.72,83.82,,279.4,7.18,4.37,offense,backs_receivers,QB,0.0
505,2015,,Alabama,1.8288,115.212462,4.93,,,,,,defense,line_backer,ILB,0.0
506,2017,22.0,Ashland,1.9812,126.0986789,4.79,82.55,24.0,307.34,7.09,4.38,offense,backs_receivers,TE,1.0
507,2018,23.0,Memphis,1.905,96.16158244,4.98,73.66,,279.4,6.96,4.4,offense,backs_receivers,QB,0.0
508,2018,22.0,Oregon,1.8034,103.8726527,4.54,86.36,17.0,299.72,6.9,4.16,offense,backs_receivers,RB,1.0
509,2016,23.0,Cincinnati,1.9812,140.6136347,5.26,69.85,,246.38,,,offense,offensive_lineman,OT,1.0
510,2009,22.0,Stephen F. Austin,1.8796,92.53284348,4.42,93.98,,304.8,,4.18,offense,backs_receivers,WR,1.0
511,2010,,Oklahoma St.,1.8288,97.52235955,4.62,81.28,28.0,304.8,7.38,4.47,defense,defensive_back,SS,0.0
512,2018,23.0,Florida,1.8542,95.2543977,,,,,,,special_teams,kicking_specialist,P,1.0
513,2012,23.0,Connecticut,1.7526,81.6466266,4.36,110.49,19.0,320.04,6.82,4.05,offense,backs_receivers,WR,0.0
514,2018,23.0,Tennessee,1.8542,87.54332741,4.61,76.2,8.0,302.26,7.16,4.33,defense,defensive_back,CB,1.0
515,2018,,Southern,1.778,83.91458845,4.44,88.9,15.0,312.42,,,defense,defensive_back,CB,0.0
516,2013,22.0,Tennessee-Martin,1.9304,149.2318897,5.23,67.31,22.0,264.16,7.85,4.7,defense,defensive_lineman,DT,1.0
517,2017,22.0,Wisconsin,1.8034,96.61517481,4.65,88.9,14.0,304.8,6.99,4.34,offense,backs_receivers,RB,0.0
518,2012,21.0,Portland St.,1.9558,138.3456729,5.23,66.04,29.0,261.62,7.93,4.75,offense,offensive_lineman,OT,0.0
519,2014,21.0,Iowa,1.8796,105.6870222,4.72,81.28,16.0,309.88,,,defense,line_backer,OLB,1.0
520,2015,23.0,BYU,1.9558,107.9549841,4.73,87.63,18.0,299.72,6.83,4.15,defense,line_backer,OLB,0.0
521,2013,23.0,Georgia,1.9304,156.94296,5.21,,30.0,,,,defense,defensive_lineman,DT,1.0
522,2013,,Oklahoma,1.8288,106.594207,4.78,80.01,21.0,281.94,7.41,4.51,defense,line_backer,ILB,0.0
523,2013,24.0,Florida St.,1.9558,140.6136347,5.29,62.23,,261.62,8.31,5.01,offense,offensive_lineman,OT,1.0
524,2010,22.0,Florida,1.905,112.9445001,5.05,73.66,,281.94,6.97,,defense,line_backer,ILB,1.0
525,2011,22.0,Nevada,1.8542,112.4909078,4.4,106.68,21.0,325.12,7.09,4.38,defense,line_backer,OLB,1.0
526,2011,22.0,Colorado,2.032,144.695966,4.96,81.28,21.0,279.4,7.44,4.34,offense,offensive_lineman,OT,1.0
527,2017,22.0,Wisconsin,1.778,99.7903214,4.68,72.39,19.0,292.1,,,offense,backs_receivers,RB,0.0
528,2017,21.0,Auburn,1.9304,137.8920805,4.87,73.66,22.0,274.32,7.62,4.89,defense,defensive_lineman,DT,1.0
529,2011,23.0,Nevada,1.9558,105.6870222,4.53,82.55,,292.1,6.85,4.18,offense,backs_receivers,QB,1.0
530,2014,,Missouri Western St.,1.905,108.8621688,4.77,76.2,24.0,294.64,7.22,4.3,offense,backs_receivers,FB,0.0
531,2015,21.0,Clemson,1.8542,137.8920805,5.06,78.74,30.0,284.48,7.37,4.56,defense,defensive_lineman,DT,1.0
532,2013,22.0,Texas A&M,1.778,99.7903214,4.54,109.22,27.0,317.5,6.69,4.02,offense,backs_receivers,RB,1.0
533,2010,22.0,New Mexico,1.9812,144.2423737,5.55,63.5,19.0,238.76,8.24,4.99,offense,offensive_lineman,C,1.0
534,2013,22.0,Arkansas,1.8796,96.16158244,4.56,74.93,11.0,271.78,,4.31,offense,backs_receivers,WR,1.0
535,2016,,Kentucky,1.8034,87.54332741,4.79,83.82,15.0,292.1,7.17,4.25,defense,defensive_back,FS,0.0
536,2015,22.0,Navy,1.8796,109.7693535,4.91,83.82,30.0,,,,special_teams,other_special,LS,1.0
537,2016,23.0,Grand Valley St.,1.905,124.7379018,4.73,88.9,30.0,276.86,7.67,4.52,defense,defensive_lineman,DE,1.0
538,2012,22.0,Virginia Tech,1.8796,98.42954429,4.62,91.44,11.0,312.42,7.12,4.28,offense,backs_receivers,WR,0.0
539,2016,23.0,Boston Col.,1.8034,110.2229459,4.86,81.28,16.0,284.48,7.33,4.54,defense,line_backer,ILB,1.0
540,2013,22.0,East Central (OK),1.9304,119.2947933,4.86,80.01,,299.72,7.32,5.0,defense,defensive_lineman,DE,1.0
541,2015,21.0,Minnesota,1.8034,103.8726527,4.81,97.79,17.0,307.34,,,offense,backs_receivers,RB,1.0
542,2010,22.0,Florida,1.6764,79.83225712,4.47,,14.0,,,,offense,backs_receivers,RB,0.0
543,2010,,USC,1.8542,97.06876718,4.58,,,,,,defense,defensive_back,FS,0.0
544,2010,24.0,Kentucky,1.8034,83.00740371,4.51,97.79,9.0,294.64,6.81,4.27,defense,defensive_back,CB,1.0
545,2015,22.0,Georgia,1.8288,85.72895793,4.5,83.82,,299.72,,,defense,defensive_back,CB,1.0
546,2015,,TCU,1.7018,84.36818082,4.57,91.44,,289.56,6.9,4.15,offense,backs_receivers,RB,0.0
547,2009,23.0,USC,1.9304,138.3456729,5.07,77.47,25.0,254.0,,,defense,defensive_lineman,DT,1.0
548,2013,21.0,Stanford,1.7526,97.06876718,4.76,76.2,17.0,279.4,7.13,4.5,offense,backs_receivers,RB,1.0
549,2009,21.0,Virginia,1.9558,140.1600423,5.18,72.39,23.0,279.4,7.86,4.78,offense,offensive_lineman,OT,1.0
550,2018,22.0,SMU,1.8034,92.07925111,4.55,85.09,17.0,294.64,6.91,4.19,offense,backs_receivers,WR,1.0
551,2016,23.0,Houston,1.8288,85.72895793,4.37,,10.0,294.64,,,defense,defensive_back,CB,1.0
552,2018,21.0,Pittsburgh,1.7272,87.08973504,4.5,82.55,12.0,304.8,6.89,4.28,offense,backs_receivers,WR,0.0
553,2019,23.0,Maryland,1.9304,145.1495584,5.26,,26.0,228.6,,,offense,offensive_lineman,OT,1.0
554,2011,23.0,USC,1.8288,102.965468,4.64,,,,,,offense,backs_receivers,FB,1.0
555,2009,23.0,Wake Forest,1.7526,87.54332741,4.47,86.36,13.0,317.5,7.09,4.38,defense,defensive_back,CB,1.0
556,2016,21.0,Clemson,1.905,148.324705,5.33,74.93,30.0,251.46,7.9,4.71,defense,defensive_lineman,DT,1.0
557,2012,22.0,Ala-Birmingham,1.9812,139.70645,5.4,64.77,17.0,246.38,,,offense,offensive_lineman,OT,1.0
558,2011,18.0,San Jose St.,1.8796,97.06876718,4.65,,,,,,offense,backs_receivers,WR,0.0
559,2013,,Texas A&M,1.9304,109.7693535,4.68,78.74,19.0,299.72,7.44,4.53,defense,line_backer,ILB,0.0
560,2010,22.0,Missouri State,1.905,114.3052772,4.62,101.6,30.0,304.8,,4.37,offense,backs_receivers,FB,1.0
561,2009,22.0,Connecticut,1.778,83.00740371,4.41,109.22,,340.36,6.92,4.18,defense,defensive_back,CB,1.0
562,2014,23.0,Florida St.,1.7272,83.46099608,4.55,95.25,14.0,314.96,7.26,4.4,defense,defensive_back,CB,1.0
563,2014,21.0,Tennessee,2.0066,159.6645142,5.18,52.07,27.0,246.38,,,defense,defensive_lineman,DT,1.0
564,2013,,Penn St.,1.905,136.9848957,5.43,60.96,27.0,233.68,7.9,4.96,offense,offensive_lineman,C,0.0
565,2009,,Central Arkansas,1.8542,99.33672903,4.86,77.47,,269.24,7.43,4.44,offense,backs_receivers,QB,0.0
566,2016,22.0,LSU,1.9812,138.3456729,5.23,59.69,23.0,254.0,8.19,4.89,offense,offensive_lineman,OT,1.0
567,2014,,South Florida,1.9304,117.9340162,4.95,69.85,17.0,276.86,,,defense,defensive_lineman,DE,0.0
568,2013,21.0,South Carolina,1.778,94.34721296,4.67,93.98,17.0,314.96,6.7,4.11,defense,defensive_back,FS,1.0
569,2018,20.0,West. Michigan,1.9812,145.1495584,5.31,59.69,19.0,259.08,7.87,4.8,offense,offensive_lineman,OT,1.0
570,2014,21.0,Miami (FL),1.8796,96.61517481,4.63,76.2,,281.94,7.36,4.49,offense,backs_receivers,QB,0.0
571,2016,,Minnesota,1.7526,87.54332741,4.47,88.9,10.0,312.42,7.16,4.22,defense,defensive_back,CB,0.0
572,2016,21.0,Utah St.,1.8034,89.81128926,4.58,82.55,12.0,294.64,7.12,4.19,offense,backs_receivers,WR,0.0
573,2011,26.0,Baylor,1.905,140.6136347,5.36,66.04,29.0,233.68,7.61,4.62,offense,offensive_lineman,OG,1.0
574,2011,22.0,Maryland,1.8542,92.53284348,4.41,104.14,19.0,320.04,6.72,4.13,offense,backs_receivers,WR,1.0
575,2017,23.0,Alabama,1.8034,92.53284348,4.49,86.36,,314.96,,,offense,backs_receivers,WR,1.0
576,2018,,LSU,1.905,90.26488163,4.34,101.6,16.0,327.66,,,offense,backs_receivers,WR,0.0
577,2011,,TCU,1.8288,117.9340162,5.03,63.5,,269.24,7.81,4.68,defense,line_backer,OLB,0.0
578,2012,23.0,Northern Illinois,1.8796,99.33672903,4.68,82.55,,284.48,6.78,4.15,offense,backs_receivers,QB,1.0
579,2019,,Florida,1.8034,95.2543977,4.48,91.44,17.0,297.18,7.03,4.2,defense,defensive_back,S,0.0
580,2015,22.0,Ball St.,1.7526,99.7903214,4.8,90.17,16.0,297.18,7.63,4.5,offense,backs_receivers,RB,0.0
581,2019,22.0,Oklahoma,1.8288,101.6046909,,,25.0,,,,offense,backs_receivers,RB,1.0
582,2014,,Tennessee St.,1.8796,114.3052772,4.5,86.36,20.0,325.12,,,offense,backs_receivers,TE,0.0
583,2011,22.0,Fresno St.,1.9558,135.6241186,5.27,71.12,25.0,248.92,7.55,4.65,offense,offensive_lineman,OG,1.0
584,2012,21.0,Kentucky,1.8542,98.88313666,4.62,,,,,,defense,defensive_back,SS,1.0
585,2010,23.0,USC,1.8288,87.08973504,4.41,87.63,19.0,320.04,6.82,4.18,defense,defensive_back,CB,1.0
586,2017,21.0,Texas A&M,1.9558,110.2229459,4.69,71.12,17.0,307.34,7.46,4.33,offense,backs_receivers,WR,0.0
587,2013,21.0,Rutgers,1.7018,92.07925111,4.68,73.66,20.0,279.4,,,offense,backs_receivers,RB,1.0
588,2017,20.0,Washington,1.8288,84.36818082,4.47,85.09,,312.42,7.02,4.28,defense,defensive_back,CB,1.0
589,2014,23.0,Baylor,1.9558,149.2318897,5.36,64.77,25.0,231.14,7.7,4.83,offense,offensive_lineman,OG,1.0
590,2009,24.0,Oklahoma St.,1.9558,119.2947933,4.8,83.82,22.0,299.72,7.12,4.37,offense,backs_receivers,TE,1.0
591,2012,23.0,USC,1.9558,113.8516849,4.78,80.01,,276.86,,,offense,backs_receivers,TE,1.0
592,2013,24.0,North Carolina,1.905,141.9744118,5.03,67.31,27.0,259.08,7.93,4.8,defense,defensive_lineman,DT,1.0
593,2017,21.0,West Virginia,1.8034,86.63614267,4.5,81.28,8.0,299.72,6.83,4.2,offense,backs_receivers,WR,1.0
594,2009,,Oklahoma St.,1.8288,87.54332741,4.93,,,,,,special_teams,kicking_specialist,P,0.0
595,2018,22.0,Virginia,1.9304,134.2633415,5.03,71.12,31.0,256.54,7.51,4.48,defense,defensive_lineman,DE,1.0
596,2009,22.0,Oklahoma,1.8034,85.72895793,4.5,,,,,,offense,backs_receivers,WR,1.0
597,2011,22.0,Connecticut,1.778,109.7693535,4.74,82.55,32.0,281.94,7.23,4.41,offense,backs_receivers,FB,1.0
598,2012,22.0,Boise St.,1.905,117.9340162,4.62,80.01,19.0,299.72,7.07,4.33,defense,line_backer,OLB,1.0
599,2019,21.0,Mississippi,1.8796,91.62565874,4.55,85.09,11.0,302.26,7.06,4.53,offense,backs_receivers,WR,0.0
600,2012,22.0,Notre Dame,1.905,99.7903214,4.4,92.71,16.0,309.88,,,offense,backs_receivers,WR,1.0
601,2013,22.0,Arkansas,1.905,110.6765383,4.5,95.25,18.0,317.5,7.08,4.51,offense,backs_receivers,TE,1.0
602,2011,21.0,Pittsburgh,1.905,119.7483857,4.68,78.74,,292.1,,,defense,defensive_lineman,DE,1.0
603,2009,22.0,Southern Miss,1.9812,134.2633415,5.03,,,,,,offense,offensive_lineman,OT,0.0
604,2010,23.0,Georgia,1.8542,137.8920805,4.97,76.2,44.0,256.54,,4.68,defense,defensive_lineman,DT,1.0
605,2014,22.0,Stanford,1.9812,142.8815966,5.48,72.39,22.0,261.62,7.81,4.86,offense,offensive_lineman,OG,1.0
606,2011,21.0,Temple,1.8288,89.81128926,4.62,76.2,14.0,287.02,6.95,4.14,defense,defensive_back,FS,1.0
607,2010,23.0,Oklahoma St.,1.8796,97.06876718,4.68,88.9,,279.4,7.24,4.4,offense,backs_receivers,QB,1.0
608,2015,23.0,West Virginia,1.7272,81.6466266,4.43,86.36,13.0,307.34,6.64,4.07,offense,backs_receivers,WR,1.0
609,2009,21.0,West. Michigan,1.8034,91.62565874,4.52,93.98,12.0,320.04,6.67,4.17,defense,defensive_back,FS,1.0
610,2019,21.0,Iowa,1.9558,113.8516849,4.7,95.25,17.0,312.42,7.02,4.18,offense,backs_receivers,TE,1.0
611,2013,21.0,Oklahoma St.,1.8288,92.53284348,4.63,88.9,,312.42,,,offense,backs_receivers,RB,1.0
612,2015,22.0,Texas St.,1.8034,91.17206637,4.44,96.52,17.0,330.2,6.83,4.07,defense,defensive_back,CB,1.0
613,2010,,Texas,1.9558,136.077711,5.52,66.04,24.0,238.76,7.98,4.99,offense,offensive_lineman,OG,0.0
614,2012,24.0,Florida,1.7272,81.6466266,4.36,92.71,16.0,304.8,6.5,3.93,offense,backs_receivers,RB,1.0
615,2014,22.0,Boston Col.,1.8288,105.2334298,4.51,99.06,28.0,325.12,6.92,4.02,defense,line_backer,OLB,1.0
616,2010,,Norfolk St.,1.8796,95.70799007,4.5,88.9,15.0,297.18,6.76,4.35,offense,backs_receivers,WR,0.0
617,2009,21.0,Texas,1.8542,140.6136347,4.93,81.28,36.0,261.62,8.01,4.74,defense,defensive_lineman,DT,1.0
618,2014,22.0,Notre Dame,1.8542,114.7588696,4.71,97.79,26.0,309.88,7.29,4.31,defense,line_backer,OLB,1.0
619,2009,22.0,Wake Forest,1.8288,105.2334298,4.56,80.01,19.0,307.34,7.22,4.39,defense,line_backer,ILB,1.0
620,2017,23.0,Central Michigan,1.905,103.4190604,4.93,68.58,,266.7,7.23,4.47,offense,backs_receivers,QB,0.0
621,2015,21.0,Auburn,1.8542,96.16158244,4.43,104.14,23.0,332.74,6.98,4.06,offense,backs_receivers,WR,1.0
622,2018,21.0,Stanford,1.8542,92.53284348,4.4,92.71,16.0,325.12,6.65,4.15,defense,defensive_back,S,1.0
623,2009,22.0,Maryland,1.8796,95.2543977,4.3,97.79,16.0,320.04,6.8,4.18,offense,backs_receivers,WR,1.0
624,2015,23.0,North Dakota St.,1.905,115.6660544,4.77,86.36,27.0,304.8,7.1,4.25,defense,line_backer,OLB,1.0
625,2011,22.0,Rice,1.8796,112.0373154,4.84,87.63,26.0,302.26,7.06,4.31,defense,defensive_lineman,DE,1.0
626,2018,25.0,Central Florida,1.905,112.9445001,,,,,,,offense,backs_receivers,TE,1.0
627,2011,22.0,Temple,1.8542,110.2229459,4.8,,,,,,defense,line_backer,ILB,0.0
628,2018,22.0,TCU,1.9558,140.1600423,4.96,60.96,27.0,259.08,7.65,4.44,offense,offensive_lineman,OT,1.0
629,2016,23.0,Virginia Tech,1.8288,130.1810102,4.96,,29.0,,,,defense,defensive_lineman,DT,0.0
630,2009,21.0,Ball St.,1.8542,102.5118756,4.95,67.31,,251.46,,,offense,backs_receivers,QB,1.0
631,2009,23.0,Texas Tech,1.8288,89.81128926,4.53,96.52,14.0,302.26,6.8,4.16,defense,defensive_back,FS,1.0
632,2012,21.0,Iowa St.,1.778,88.90410452,4.62,81.28,15.0,304.8,6.96,4.15,defense,defensive_back,CB,0.0
633,2009,22.0,San Jose St.,1.778,82.10021897,4.44,87.63,14.0,279.4,6.93,4.16,defense,defensive_back,CB,1.0
634,2014,22.0,Notre Dame,1.8288,88.45051215,4.51,96.52,13.0,325.12,6.75,4.0,defense,defensive_back,CB,1.0
635,2017,21.0,Florida St.,1.778,95.2543977,4.49,77.47,22.0,294.64,7.27,4.53,offense,backs_receivers,RB,1.0
636,2013,,Alabama,1.8542,99.7903214,4.66,85.09,,297.18,,,defense,defensive_back,SS,0.0
637,2014,22.0,LSU,1.8796,101.1510985,4.63,81.28,13.0,307.34,7.15,4.5,offense,backs_receivers,RB,1.0
638,2017,22.0,Ohio,1.9304,122.0163475,4.7,80.01,15.0,302.26,7.27,4.35,defense,defensive_lineman,DE,1.0
639,2009,23.0,Cincinnati,1.9304,139.2528576,5.28,,29.0,,,,offense,offensive_lineman,OG,1.0
640,2012,,South Florida,1.8288,104.7798375,4.68,80.01,,,,,offense,backs_receivers,RB,0.0
641,2009,,Oregon,1.9304,107.5013917,4.47,90.17,14.0,299.72,7.37,4.56,offense,backs_receivers,WR,0.0
642,2012,21.0,Alabama,1.7526,103.4190604,4.48,,,,,,offense,backs_receivers,RB,1.0
643,2011,23.0,Nebraska,1.8542,80.28584949,4.87,,,,,,special_teams,kicking_specialist,K,1.0
644,2012,26.0,Oregon,1.9812,144.695966,5.32,,23.0,,,,offense,offensive_lineman,OG,1.0
645,2018,,Arkansas,1.8542,83.91458845,4.63,82.55,6.0,297.18,7.01,4.15,defense,defensive_back,CB,0.0
646,2015,21.0,Miami (FL),1.7526,93.89362059,4.54,85.09,,307.34,,,offense,backs_receivers,RB,1.0
647,2012,20.0,Temple,1.8288,98.88313666,4.45,92.71,17.0,312.42,7.07,4.28,offense,backs_receivers,RB,1.0
648,2012,23.0,Missouri,1.9558,141.9744118,5.45,,31.0,,7.82,4.78,defense,defensive_lineman,DT,0.0
649,2018,,South Florida,1.778,97.06876718,4.63,,,284.48,6.81,4.57,offense,backs_receivers,QB,0.0
650,2015,23.0,Fresno St.,1.778,90.718474,4.61,,,,,,defense,defensive_back,FS,1.0
651,2012,23.0,South Carolina,1.8542,95.2543977,4.58,86.36,17.0,299.72,7.02,4.25,defense,defensive_back,SS,1.0
652,2019,,Washington,1.8796,95.70799007,4.74,73.66,,284.48,7.19,4.44,offense,backs_receivers,QB,0.0
653,2016,23.0,Mississippi St.,1.8288,87.08973504,4.58,85.09,14.0,,,,defense,defensive_back,CB,0.0
654,2010,23.0,California,1.7526,84.36818082,4.75,83.82,,297.18,6.73,4.26,defense,defensive_back,CB,1.0
655,2009,22.0,Kentucky,1.8288,144.695966,5.03,76.2,,271.78,8.16,4.75,defense,defensive_lineman,DT,1.0
656,2015,21.0,Oregon,2.0066,132.448972,5.06,86.36,24.0,297.18,7.57,4.53,defense,defensive_lineman,DE,1.0
657,2010,23.0,LSU,1.8796,95.70799007,4.58,91.44,,292.1,6.81,4.23,offense,backs_receivers,WR,1.0
658,2018,,Oregon,1.8542,110.2229459,5.0,76.2,18.0,281.94,7.26,4.28,special_teams,other_special,LS,0.0
659,2010,20.0,Iowa,1.9558,142.4280042,5.2,69.85,26.0,248.92,7.7,4.75,offense,offensive_lineman,OT,1.0
660,2014,21.0,Notre Dame,1.8542,98.88313666,4.48,96.52,19.0,307.34,7.07,4.46,offense,backs_receivers,RB,0.0
661,2011,23.0,Florida,1.905,144.2423737,5.39,,18.0,,,,offense,offensive_lineman,OG,1.0
662,2011,23.0,Mississippi,1.8796,151.953444,5.25,63.5,27.0,236.22,8.17,5.06,defense,defensive_lineman,DT,1.0
663,2015,23.0,USC,1.8288,100.2439138,4.53,90.17,11.0,307.34,6.96,4.28,offense,backs_receivers,RB,1.0
664,2016,21.0,Illinois,1.9558,134.7169339,5.11,63.5,20.0,281.94,7.38,4.63,defense,defensive_lineman,DT,1.0
665,2016,22.0,Mississippi St.,1.8796,102.5118756,4.79,82.55,,294.64,7.11,4.32,offense,backs_receivers,QB,1.0
666,2011,21.0,Auburn,1.9558,112.4909078,4.56,88.9,,320.04,6.92,4.18,offense,backs_receivers,QB,1.0
667,2017,23.0,North Carolina,1.9304,100.2439138,4.53,,,,,,offense,backs_receivers,WR,1.0
668,2012,23.0,Michigan,1.8542,102.0582833,4.48,90.17,21.0,314.96,6.59,3.98,offense,backs_receivers,WR,1.0
669,2009,23.0,Virginia Tech,1.8796,118.8412009,4.7,81.28,24.0,274.32,7.9,4.63,defense,defensive_lineman,DE,0.0
670,2009,22.0,Clemson,1.905,141.5208194,4.92,77.47,29.0,271.78,8.28,4.84,defense,defensive_lineman,DT,1.0
671,2012,22.0,Washington,1.8542,94.80080533,4.5,86.36,14.0,302.26,7.03,4.12,offense,backs_receivers,WR,0.0
672,2018,21.0,Indiana,1.8288,104.3262451,4.77,,27.0,,,,defense,line_backer,ILB,0.0
673,2015,,UCLA,1.8542,89.81128926,4.72,85.09,15.0,294.64,7.18,4.15,defense,defensive_back,SS,0.0
674,2016,23.0,Temple,1.8288,107.9549841,4.81,78.74,22.0,284.48,7.19,4.5,defense,line_backer,OLB,1.0
675,2012,22.0,San Diego St.,1.9304,103.8726527,4.86,74.93,,274.32,7.52,4.45,offense,backs_receivers,QB,1.0
676,2010,22.0,Syracuse,1.8542,100.2439138,4.53,85.09,8.0,294.64,6.9,4.31,offense,backs_receivers,WR,1.0
677,2011,23.0,California (PA),1.905,95.70799007,4.59,101.6,,320.04,6.84,4.12,offense,backs_receivers,QB,0.0
678,2013,,SMU,1.778,84.36818082,4.56,83.82,15.0,309.88,,,defense,defensive_back,CB,0.0
679,2017,21.0,UCLA,1.8796,113.3980925,4.59,83.82,24.0,309.88,7.48,4.62,defense,line_backer,OLB,1.0
680,2016,22.0,USC,1.8034,84.36818082,4.39,88.9,12.0,314.96,,4.18,defense,defensive_back,CB,1.0
681,2011,23.0,Clemson,1.8288,91.62565874,4.43,83.82,24.0,314.96,,,defense,defensive_back,CB,1.0
682,2012,,Appalachian St.,1.778,83.91458845,4.53,81.28,8.0,289.56,7.19,4.28,defense,defensive_back,CB,0.0
683,2009,,Boise St.,1.8288,90.718474,4.47,85.09,,292.1,6.9,4.26,offense,backs_receivers,WR,0.0
684,2012,21.0,Virginia Tech,1.778,80.73944186,4.38,,11.0,,,,defense,defensive_back,CB,1.0
685,2016,,Utah,1.778,104.7798375,5.05,78.74,22.0,287.02,,,defense,line_backer,ILB,0.0
686,2013,23.0,Michigan St.,1.778,83.91458845,4.48,,16.0,,,,defense,defensive_back,CB,0.0
687,2016,21.0,Penn St.,1.9304,101.1510985,4.78,78.74,,289.56,7.04,4.33,offense,backs_receivers,QB,1.0
688,2019,23.0,Boston Col.,1.8542,93.89362059,4.41,92.71,20.0,312.42,6.91,4.12,defense,defensive_back,S,1.0
689,2018,23.0,Iowa,1.8542,106.1406146,4.82,83.82,18.0,297.18,6.8,4.27,defense,line_backer,ILB,1.0
690,2010,,UNLV,1.905,110.6765383,4.89,100.33,21.0,304.8,7.1,,defense,line_backer,ILB,0.0
691,2013,22.0,Missouri,1.8542,106.1406146,4.47,86.36,27.0,332.74,6.71,4.18,defense,line_backer,OLB,1.0
692,2017,23.0,Wyoming,1.9304,141.5208194,5.54,67.31,19.0,246.38,7.6,4.47,offense,offensive_lineman,C,1.0
693,2013,22.0,Arizona,1.8796,96.61517481,4.69,78.74,,299.72,6.69,3.99,offense,backs_receivers,QB,0.0
694,2015,22.0,UCLA,1.905,121.1091628,4.62,99.06,25.0,322.58,7.36,4.19,defense,defensive_lineman,DE,1.0
695,2009,,Kent St.,1.9304,136.9848957,5.29,,21.0,198.12,,,offense,offensive_lineman,OT,0.0
696,2016,23.0,Arizona St.,1.905,135.1705263,5.12,,34.0,248.92,7.69,4.71,offense,offensive_lineman,OG,1.0
697,2013,21.0,Illinois,1.905,145.1495584,5.11,,27.0,,7.45,4.63,offense,offensive_lineman,OG,1.0
698,2016,20.0,Clemson,1.8796,94.80080533,4.34,90.17,13.0,327.66,,,defense,defensive_back,FS,1.0
699,2018,21.0,Stanford,1.9558,110.6765383,4.75,81.28,15.0,304.8,7.0,4.4,offense,backs_receivers,TE,1.0
700,2015,22.0,Auburn,1.9304,144.2423737,5.02,78.74,20.0,256.54,7.5,4.57,defense,defensive_lineman,DT,1.0
701,2019,,Northwestern,1.8034,86.1825503,4.68,87.63,9.0,312.42,6.95,4.08,defense,defensive_back,CB,0.0
702,2018,22.0,Mississippi,1.905,128.3666407,4.87,82.55,,279.4,7.63,4.65,defense,defensive_lineman,DT,1.0
